timestamp,vault_usdc,funding_rate,funding_earned,cumulative_funding,cumulative_fees,drawdown,rebalanced
2025-12-24 06:04:56.841982,9997.251871114584,5.03742229167831e-05,0.2518711145839155,0.2518711145839155,2.9999999999999996,0.00027481288854160085,False
2025-12-24 07:04:56.841982,9997.547027755141,5.903132811154303e-05,0.2951566405577152,0.5470277551416307,2.9999999999999996,0.00024529722448587564,False
2025-12-24 08:04:56.841982,9997.768238531578,4.4242155287463465e-05,0.22121077643731732,0.7682385315789481,2.9999999999999996,0.00022317614684216097,False
2025-12-24 09:04:56.841982,9997.955760228459,3.7504339375875694e-05,0.18752169687937847,0.9557602284583265,2.9999999999999996,0.000204423977154147,False
2025-12-24 10:04:56.841982,9996.771155384427,-0.00023692096880621155,-1.1846048440310577,-0.22884461557273117,2.9999999999999996,0.00032288446155725976,False
2025-12-24 11:04:56.841982,9996.924142852524,3.059749361939222e-05,0.1529874680969611,-0.07585714747577008,2.9999999999999996,0.00030758571474761995,False
2025-12-24 12:04:56.841982,9997.124130704991,3.9997570493465074e-05,0.19998785246732537,0.12413070499155529,2.9999999999999996,0.00028758692950086695,False
2025-12-24 13:04:56.841982,9997.325456117655,4.026508253250289e-05,0.20132541266251444,0.32545611765406973,2.9999999999999996,0.00026745438823454605,False
2025-12-24 14:04:56.841982,9997.630242532372,6.109942574888579e-05,0.30549712874442897,0.6309532463984987,3.0007107140260803,0.00023690467536016514,True
2025-12-24 15:04:56.841982,9997.894195327111,5.280306824174044e-05,0.26395279474000305,0.8949060411385017,3.0007107140260803,0.0002105804672888553,False
2025-12-24 16:04:56.841982,9998.154378047046,5.204887460875453e-05,0.26018271993506237,1.155088761073564,3.0007107140260803,0.00018456219529543888,False
2025-12-24 17:04:56.841982,9998.482187350714,6.557739632519052e-05,0.32780930366701566,1.4828980647405796,3.0007107140260803,0.00015178126492864977,False
2025-12-24 18:04:56.841982,9998.732690540372,5.01125098195093e-05,0.2505031896581951,1.7334012543987747,3.0007107140260803,0.000126730945962845,False
2025-12-24 19:04:56.841982,9999.01919608095,5.731468623271036e-05,0.28650554057787514,2.0199067949766496,3.0007107140260803,9.808039190502313e-05,False
2025-12-24 20:04:56.841982,9999.378976424276,7.197311943383362e-05,0.35978034332669745,2.379687138303347,3.0007107140260803,6.210235757243936e-05,False
2025-12-24 21:04:56.841982,9999.66420847116,5.7059927140462294e-05,0.285232046884735,2.664919185188082,3.0007107140260803,3.357915288397635e-05,False
